date,product_id,quantity_sold
2025-11-08,32bd295a-fee7-4bcb-b936-56cfc9589e72,351
2025-11-08,59647b3b-cb8e-4899-91b4-e18fba343415,92
2025-11-08,5f4b7480-5e5c-4a28-80df-c305a3df2dc8,61
2025-11-08,4f4ba8f8-44b6-4a64-8c0f-0e4ccac2c982,423
2025-11-08,52010e1f-732a-408a-996f-29c9461b5655,43
2025-11-08,66fa4fb8-25ea-4fe0-bc9d-89a9bee6cec5,433
2025-11-08,1e98c94f-235e-49a6-9dc4-b60a59d41120,80
2025-11-08,4e991818-02a2-47a6-b261-75c19e5fae4c,94
2025-11-09,0b974b1d-a7b3-48e1-8d01-d2c6efac687a,28
2025-11-09,152a8754-a314-4b5f-91f9-638166a4b311,128
2025-11-09,ce2a8c27-9bfe-40f9-816c-98e88651a416,142
2025-11-09,08a93285-9aa2-4ee9-9548-1a807009769e,36
2025-11-09,357b68fa-3299-4fbe-9da3-4949cbcc72b9,5
2025-11-09,47a1f4b4-496f-4013-b937-965fd9718f2f,50
2025-11-09,a42aa0b0-8324-4a3a-bb3c-d013d9a4025c,94
2025-11-09,05cdebbf-2701-4252-a214-19ab5c420bd0,163
2025-11-09,6a2b61e2-f4bc-4d7c-bed0-5d01fcfce38e,43
2025-11-09,49700026-7bd4-44ac-bbf0-a2684dc44105,70
2025-11-09,7b26470f-e9f4-44e5-9ee5-c6ce477640ea,163
2025-11-09,ed77054f-5493-41d8-a8ae-45f0de783a8f,107
2025-11-09,e9e7cb84-c1f0-45b4-918e-7459a30974e2,214
2025-11-09,1fe98c16-7f8b-49ea-8fe1-590c11edc0f5,317
2025-11-09,ef2e14d3-61d3-4361-844c-afbebb7fafcd,90
2025-11-09,c5ed3780-4503-4187-980a-91dafeb5be5b,66
2025-11-09,c5ed3780-4503-4187-980a-91dafeb5be5b,114
2025-11-09,e6d017ce-1b57-4d5c-ba18-b5378a1ed8ba,235
2025-11-09,6dc37b8a-48cd-4953-bd6f-43a465ee34d9,144
2025-11-09,b3866b9f-0c97-4854-86a0-786fa478c0ab,8
2025-11-09,43cdb3f8-80e0-43e9-a91e-33248595affc,78
2025-11-09,ad8bc202-1403-47de-8578-f56f751e7b48,388
2025-11-09,3bbd95c2-d35a-4f42-848f-cc35e6386ab1,586
2025-11-09,437c3910-dd17-44eb-9c78-cdd13acaccf1,108
2025-11-09,ea2c981f-a20d-4336-861e-ddaaefa5022b,33
2025-11-09,4475f909-ff34-43a0-8543-9794be18d23d,61
2025-11-09,efd72ee3-3934-4374-b970-cdb665a8b146,242
2025-11-09,371b2824-9d85-46c2-bdc8-57b404bf3330,17
2025-11-09,e9223716-f601-40c4-9df8-a2b88a710882,157
2025-11-09,49c705d7-da46-4101-9b6d-dc67d3d20f0b,36
2025-11-09,9fb80233-9128-4734-a789-eb3637518b08,98
2025-11-10,6c11a747-7302-4c10-bcec-17945037dfc9,84
2025-11-10,bb948a4b-595b-48b6-a60b-e2f159508a6f,65
2025-11-10,40dbebd7-7ca7-48e1-b3e5-ff8223a70c96,6
2025-11-10,2044fbe1-1abf-40fb-bf46-c090ba22125c,91
2025-11-10,3de0fefc-693f-437d-afa4-1bab54b221b6,220
2025-11-10,32bd295a-fee7-4bcb-b936-56cfc9589e72,394
2025-11-10,05cdebbf-2701-4252-a214-19ab5c420bd0,93
2025-11-10,cf33edbc-3f0a-4385-adf0-2d17f9f01b4b,395
2025-11-10,ba52cac6-7f1a-403c-a6d6-e79b50ed1d0d,138
2025-11-10,5f15a68b-5a87-439c-a4f1-24f5a4a98d59,178
2025-11-11,e6d017ce-1b57-4d5c-ba18-b5378a1ed8ba,122
2025-11-11,ef2e14d3-61d3-4361-844c-afbebb7fafcd,115
2025-11-11,c5ed3780-4503-4187-980a-91dafeb5be5b,125
2025-11-11,1fe98c16-7f8b-49ea-8fe1-590c11edc0f5,94
2025-11-11,92251596-ace8-4409-b2ab-57e11de5e102,33
2025-11-11,1e4149c8-5622-4cda-8730-31f894375c36,157
2025-11-11,33cb2f1f-1ab8-4742-8b12-efc640b2dafe,52
2025-11-11,7eca6c64-d82e-4c51-bc18-767ca7086eec,39
2025-11-11,e6fd1503-bbf1-4bd4-bc7a-2d22207e6eb2,282
2025-11-11,99e3390e-d3e1-44b1-978d-19fbff4f3756,115
2025-11-11,57f8f7c6-ddd4-441a-9eb4-71b52fa72cb7,69
2025-11-11,d29ebfd0-0e05-4250-a261-90b2788ec502,283
2025-11-11,150d2dc5-9c05-4576-96be-4b2707819aba,86
2025-11-11,375b3ca4-5da3-435e-934f-dd3344d6533c,27
2025-11-11,99c9340e-33f4-45c4-9285-b3639577a722,112
2025-11-11,01b3fe8c-0da3-48b5-86c2-82f74aecd4a0,90
2025-11-11,63cf88d4-77f3-41e0-9d9f-3625d8a9ee9e,315
2025-11-11,e6ea3131-f320-478f-9192-3822b99491a1,97
2025-11-11,ca3580c6-0435-460a-87fd-6ad7e8a9cef2,106
2025-11-11,fba0bcfe-9486-4b79-aec6-9152e3a4ab01,465
2025-11-11,1490f79d-b4ca-4db5-abe0-30ed1b379c72,495
2025-11-11,7a4e2037-f98b-407c-a5af-9ae0aefd000f,213
2025-11-11,9a7b5ba3-6677-4fe9-8063-1a7876ca4edd,2
2025-11-11,5f15a68b-5a87-439c-a4f1-24f5a4a98d59,56
2025-11-11,7ba5037f-0afc-4cf4-b4c9-d6d4cb089eae,681
2025-11-11,3138b676-131b-41c9-b906-0d53a37bcc54,399
2025-11-11,cf33edbc-3f0a-4385-adf0-2d17f9f01b4b,346
2025-11-11,bf935f13-f388-4ce0-bef5-5ab8163e8873,146
2025-11-11,e0c6a930-e080-49b1-abf5-67c83a9e0cf6,11
2025-11-11,dabf3d4e-e3fb-4b04-af15-4bf36c99e01d,5
2025-11-12,2a07d26a-b77a-4fdd-ab34-d6788016f4ea,147
2025-11-12,5f2d6f96-21a4-4d3a-9799-ecac9824c9ac,450
2025-11-12,72cf780b-3a59-442e-8eb4-e2d2a344c9d0,57
2025-11-12,94113517-47dc-4e9c-aaf1-e10f4de4739c,95
2025-11-12,39e35fd2-1eeb-4c9c-98d5-9a507932c494,36
2025-11-12,4284bed5-784c-4449-951f-01374ccd95d7,10
2025-11-12,1fc83b4f-0dd7-4527-95e4-cd3385160e74,53
2025-11-12,27471ceb-2bd9-40e6-993e-223793715af7,130
2025-11-12,e5002c98-e1fe-48bf-80fd-9841ee439b91,195
2025-11-12,7d985359-b272-4ac3-abd4-7b7367ca2877,626
2025-11-12,687c9dce-1fa8-4bef-aa86-30d043b75c00,47
2025-11-12,52010e1f-732a-408a-996f-29c9461b5655,193
2025-11-12,4f4ba8f8-44b6-4a64-8c0f-0e4ccac2c982,164
2025-11-12,4cb8f304-a2dc-4676-94ee-eaaab5ff466f,114
2025-11-12,6f202a87-4888-45a4-9771-4cf594acf45a,261
2025-11-13,9fb80233-9128-4734-a789-eb3637518b08,200
2025-11-13,e9223716-f601-40c4-9df8-a2b88a710882,225
2025-11-13,6f202a87-4888-45a4-9771-4cf594acf45a,420
2025-11-13,5f2d6f96-21a4-4d3a-9799-ecac9824c9ac,54
2025-11-13,c5ed3780-4503-4187-980a-91dafeb5be5b,126
2025-11-13,e9e7cb84-c1f0-45b4-918e-7459a30974e2,71
2025-11-13,c5ed3780-4503-4187-980a-91dafeb5be5b,162
2025-11-13,31e9f442-1525-4de9-be6e-36334af403ec,178
2025-11-13,ed77054f-5493-41d8-a8ae-45f0de783a8f,651
2025-11-13,0e964381-7e07-4280-ac58-cfcfc02fd4d2,185
2025-11-13,e9e7cb84-c1f0-45b4-918e-7459a30974e2,114
2025-11-13,ed77054f-5493-41d8-a8ae-45f0de783a8f,714
2025-11-13,c5ed3780-4503-4187-980a-91dafeb5be5b,609
2025-11-13,40012369-01d4-4333-afce-08c303f271a1,111
2025-11-13,63146091-a144-4824-8796-51bf35351328,75
2025-11-13,3acb71ed-d7e5-4b25-b8fc-86b77e09aad5,116
2025-11-13,7025a881-bdf6-4e9d-8166-d8a717ec608a,177
2025-11-13,0ca01de4-6405-449e-9b97-5ac379d30f84,595
2025-11-13,bbbb2f5c-8185-4c89-ae3b-81813a1981e7,78
2025-11-13,f7b830c5-a8a9-4c17-9dac-519e87d29ff3,438
2025-11-13,59647b3b-cb8e-4899-91b4-e18fba343415,595
2025-11-13,50885fca-9370-448e-9981-3a7ccf927e68,51
2025-11-13,63146091-a144-4824-8796-51bf35351328,196
2025-11-13,63cf88d4-77f3-41e0-9d9f-3625d8a9ee9e,43
2025-11-13,40012369-01d4-4333-afce-08c303f271a1,75
2025-11-13,0ab9120b-cf23-4dea-aac6-2949f441bdc7,661
2025-11-13,987616c7-9e3e-4438-99a6-31dd64e1700c,57
2025-11-13,8951eba7-9d0a-4cf2-9b7d-aebd6f7312b4,71
2025-11-14,01b3fe8c-0da3-48b5-86c2-82f74aecd4a0,324
2025-11-14,0ca01de4-6405-449e-9b97-5ac379d30f84,88
2025-11-14,4c0453e9-664f-4b5e-a00f-2d630bcf1456,149
2025-11-14,096f3f44-dccc-4f7c-96b3-487f51bc41ff,104
2025-11-14,57f8f7c6-ddd4-441a-9eb4-71b52fa72cb7,54
2025-11-14,99e3390e-d3e1-44b1-978d-19fbff4f3756,219
2025-11-14,8a662cfa-0fcb-4074-a43b-2622cfdebeb0,41
2025-11-14,41374f02-4065-4237-89fa-da816a007cb6,77
2025-11-14,b5813a92-e065-44be-a565-f3983551f535,45
2025-11-14,2a07d26a-b77a-4fdd-ab34-d6788016f4ea,176
2025-11-14,152a8754-a314-4b5f-91f9-638166a4b311,154
2025-11-14,94ab06de-9a1e-4a6c-8b4a-12825c1683ca,85
2025-11-14,9891f076-94a1-45c0-b571-20cf18d64393,293
2025-11-14,63146091-a144-4824-8796-51bf35351328,711
2025-11-14,ed4fd8eb-32d4-44f4-87ce-5311ce7b1ee4,70
2025-11-14,36487913-be0d-49a7-b149-5feb2647b295,165
2025-11-14,6f202a87-4888-45a4-9771-4cf594acf45a,829
2025-11-14,7b26470f-e9f4-44e5-9ee5-c6ce477640ea,41
2025-11-14,8d27a320-9c33-4897-b7ea-499b62a93e45,188
2025-11-14,49700026-7bd4-44ac-bbf0-a2684dc44105,82
2025-11-14,876e9472-71ae-4425-9ea8-d0a16afded09,72
2025-11-14,03ce4df6-80b2-4f37-955d-70aac8b881cb,131
2025-11-14,161f0b71-7583-470a-9ede-a3bdc06b7cd4,95
2025-11-14,364b5f4c-e12c-4939-bafa-79871e10869b,23
2025-11-14,a9d80601-60c4-4d35-92e8-488d38cfca42,249
2025-11-15,e9e7cb84-c1f0-45b4-918e-7459a30974e2,88
2025-11-15,c4ca4f30-4508-41ab-9622-fdd220159b3c,195
2025-11-15,ed77054f-5493-41d8-a8ae-45f0de783a8f,371
2025-11-15,e6d017ce-1b57-4d5c-ba18-b5378a1ed8ba,201
2025-11-15,0e964381-7e07-4280-ac58-cfcfc02fd4d2,247
2025-11-15,5f15a68b-5a87-439c-a4f1-24f5a4a98d59,262
2025-11-15,b2c258b0-f137-4f39-80a9-7ea76f59bae1,13
2025-11-15,cf33edbc-3f0a-4385-adf0-2d17f9f01b4b,145
2025-11-15,3138b676-131b-41c9-b906-0d53a37bcc54,251
2025-11-15,2d61d779-4385-4d4c-bfec-c7b9537249dd,217
2025-11-15,2fdbf70f-8448-4d99-8a51-ce6fc5330af8,366
2025-11-15,18724df4-bd3c-473b-b379-b1a2c4ec84f6,5
2025-11-15,52488b6c-7ffe-461b-b107-adc55ebbdfdb,123
2025-11-15,e0e36e30-0625-4eb8-9643-ec143857d480,91
2025-11-15,03ce4df6-80b2-4f37-955d-70aac8b881cb,356
2025-11-15,7b26470f-e9f4-44e5-9ee5-c6ce477640ea,219
2025-11-15,6a2b61e2-f4bc-4d7c-bed0-5d01fcfce38e,97
2025-11-15,3ae23b32-ca7b-4d7f-984c-96545dbd6251,400
2025-11-15,49700026-7bd4-44ac-bbf0-a2684dc44105,60
2025-11-15,ba52cac6-7f1a-403c-a6d6-e79b50ed1d0d,236
2025-11-15,81b27d45-044b-44e8-a937-0c19c7a0d529,256
2025-11-15,74246ee4-c6bd-452e-b358-be8b2a14a64f,54
2025-11-15,6ae68a3c-0891-4178-b821-914a99595519,144
2025-11-15,01b3fe8c-0da3-48b5-86c2-82f74aecd4a0,191
2025-11-15,9891f076-94a1-45c0-b571-20cf18d64393,82
2025-11-15,c6b258b9-51c1-49b6-b231-20b7501bce13,392
2025-11-15,0ca01de4-6405-449e-9b97-5ac379d30f84,88
2025-11-16,209be0e2-acb2-480c-9914-649c9834c168,28
2025-11-16,76817764-3ce2-43e3-9575-9bac9dad440b,89
2025-11-16,320dd071-9a63-49a1-8298-4f7f2653c21b,37
2025-11-16,e6fd1503-bbf1-4bd4-bc7a-2d22207e6eb2,99
2025-11-16,1e4149c8-5622-4cda-8730-31f894375c36,80
2025-11-16,ca3580c6-0435-460a-87fd-6ad7e8a9cef2,67
2025-11-16,1dfb0eb0-651a-423a-869a-563d778f99bf,16
2025-11-16,687c9dce-1fa8-4bef-aa86-30d043b75c00,44
2025-11-16,52010e1f-732a-408a-996f-29c9461b5655,256
2025-11-16,4a6a73cd-df10-49bb-a379-0833bdf25894,167
2025-11-16,0ab9120b-cf23-4dea-aac6-2949f441bdc7,130
2025-11-16,63cf88d4-77f3-41e0-9d9f-3625d8a9ee9e,62
2025-11-16,50885fca-9370-448e-9981-3a7ccf927e68,176
2025-11-16,96f54e45-0f15-495a-b5aa-07cb56e0b8f9,79
2025-11-16,987616c7-9e3e-4438-99a6-31dd64e1700c,90
2025-11-16,133ab36e-7952-4527-9380-8e4bb83af683,46
2025-11-16,3cf393f4-88de-45f2-a0e7-ead30ee99d44,161
2025-11-16,b7c0e4f4-06f0-4236-8413-b73dd29f9078,281
2025-11-16,05cdebbf-2701-4252-a214-19ab5c420bd0,192
2025-11-16,59647b3b-cb8e-4899-91b4-e18fba343415,161
2025-11-16,3de0fefc-693f-437d-afa4-1bab54b221b6,41
2025-11-16,5f4b7480-5e5c-4a28-80df-c305a3df2dc8,123
2025-11-17,5f2d6f96-21a4-4d3a-9799-ecac9824c9ac,167
2025-11-17,23a86c02-3907-4697-b884-ca8096e09799,38
2025-11-17,2fdbf70f-8448-4d99-8a51-ce6fc5330af8,288
2025-11-17,72cf780b-3a59-442e-8eb4-e2d2a344c9d0,99
2025-11-17,efd72ee3-3934-4374-b970-cdb665a8b146,108
2025-11-17,3a625e52-261b-4d49-94ce-0edc813d5e07,48
2025-11-17,17ad88ea-812f-4c21-8692-d1118a2f36df,164
2025-11-17,8d27a320-9c33-4897-b7ea-499b62a93e45,162
2025-11-17,49700026-7bd4-44ac-bbf0-a2684dc44105,34
2025-11-17,6a2b61e2-f4bc-4d7c-bed0-5d01fcfce38e,33
2025-11-17,7b26470f-e9f4-44e5-9ee5-c6ce477640ea,63
2025-11-17,876e9472-71ae-4425-9ea8-d0a16afded09,154
2025-11-17,18724df4-bd3c-473b-b379-b1a2c4ec84f6,19
2025-11-17,357b68fa-3299-4fbe-9da3-4949cbcc72b9,4
2025-11-17,52488b6c-7ffe-461b-b107-adc55ebbdfdb,307
2025-11-18,7d985359-b272-4ac3-abd4-7b7367ca2877,433
2025-11-18,11e4bfbf-409e-4881-8bc9-250aea5b577f,436
2025-11-18,cfa8eb74-6815-44d9-ad66-09da8ab2b063,47
2025-11-18,7eca6c64-d82e-4c51-bc18-767ca7086eec,69
2025-11-18,92251596-ace8-4409-b2ab-57e11de5e102,24
2025-11-18,e6fd1503-bbf1-4bd4-bc7a-2d22207e6eb2,460
2025-11-18,b6727cc1-b0c1-43df-86a2-15e848eed775,61
2025-11-18,876e9472-71ae-4425-9ea8-d0a16afded09,293
2025-11-18,03ce4df6-80b2-4f37-955d-70aac8b881cb,192
2025-11-18,8d27a320-9c33-4897-b7ea-499b62a93e45,97
2025-11-18,357b68fa-3299-4fbe-9da3-4949cbcc72b9,9
2025-11-18,0b974b1d-a7b3-48e1-8d01-d2c6efac687a,55
2025-11-18,152a8754-a314-4b5f-91f9-638166a4b311,79
2025-11-18,ce2a8c27-9bfe-40f9-816c-98e88651a416,80
2025-11-18,e0e36e30-0625-4eb8-9643-ec143857d480,77
2025-11-18,f66c793f-ca6c-42d6-8d06-e405b7a78117,161
2025-11-18,e0c6a930-e080-49b1-abf5-67c83a9e0cf6,17
2025-11-18,bf935f13-f388-4ce0-bef5-5ab8163e8873,324
2025-11-18,cd17d184-3d27-4bb3-b032-6091b4892a9f,239
2025-11-18,83b583ef-b13f-4f4a-bfee-9b4728072651,124
2025-11-18,662556d2-da30-4edf-99df-f778f05b89b5,183
2025-11-18,23a86c02-3907-4697-b884-ca8096e09799,97
2025-11-18,2fdbf70f-8448-4d99-8a51-ce6fc5330af8,147
2025-11-18,50885fca-9370-448e-9981-3a7ccf927e68,85
2025-11-18,0d61d379-d2c5-4563-b7dc-6888bce21058,131
2025-11-19,2509cf8e-4a19-4aec-ac98-7b91bf3dd563,75
2025-11-19,fbf25f1f-4289-4a09-8410-7308610f5444,28
2025-11-19,1bd70d30-0193-4ac8-8460-1b93eededd8c,128
2025-11-19,6f9d2e43-fa4f-4114-971b-293fc9000e59,76
2025-11-19,cd17d184-3d27-4bb3-b032-6091b4892a9f,138
2025-11-19,3a973f48-3d29-401b-90a5-28d9cda529c3,96
2025-11-19,8951eba7-9d0a-4cf2-9b7d-aebd6f7312b4,110
2025-11-19,a699ceca-4038-4fe3-902b-438d5344a409,122
2025-11-19,c872f06f-8eec-4f7c-924a-fddea5c21d26,329
2025-11-19,bf935f13-f388-4ce0-bef5-5ab8163e8873,105
2025-11-19,3a973f48-3d29-401b-90a5-28d9cda529c3,47
2025-11-19,cd17d184-3d27-4bb3-b032-6091b4892a9f,44
2025-11-19,ef2e14d3-61d3-4361-844c-afbebb7fafcd,293
2025-11-20,4f4ba8f8-44b6-4a64-8c0f-0e4ccac2c982,69
2025-11-20,e6ea3131-f320-478f-9192-3822b99491a1,251
2025-11-20,4cb8f304-a2dc-4676-94ee-eaaab5ff466f,39
2025-11-20,c84b5423-3df1-4b4a-93f0-aa79912ad195,359
2025-11-20,7a4e2037-f98b-407c-a5af-9ae0aefd000f,76
2025-11-20,f4dd5b2c-0df3-42bd-bcea-3b661e299d39,348
2025-11-20,27471ceb-2bd9-40e6-993e-223793715af7,150
2025-11-20,ad8bc202-1403-47de-8578-f56f751e7b48,271
2025-11-20,1c03d93d-fdd0-44a8-b7e9-5a35c251eaa9,250
2025-11-20,537a9bfc-b72d-49e3-9512-e74ec941106e,8
2025-11-20,02551cff-7de6-4b21-a9b2-52d3cd3ec190,193
2025-11-20,161f0b71-7583-470a-9ede-a3bdc06b7cd4,41
2025-11-20,59647b3b-cb8e-4899-91b4-e18fba343415,107
2025-11-20,f7b830c5-a8a9-4c17-9dac-519e87d29ff3,167
2025-11-20,32bd295a-fee7-4bcb-b936-56cfc9589e72,123
2025-11-20,662556d2-da30-4edf-99df-f778f05b89b5,115
2025-11-20,fdcf7ac1-80a1-41ef-8eba-f1222566100e,24
2025-11-20,63295741-b33c-40d9-b239-fb2fbafb87ae,90
2025-11-20,537a9bfc-b72d-49e3-9512-e74ec941106e,51
2025-11-20,06db9bb9-9046-4977-b569-b6b4e53cd3da,2
2025-11-20,79aafece-e727-4357-a092-53c6106580be,94
2025-11-20,18649a10-1d3c-4172-972f-0426225d996e,56
2025-11-21,0cdf977b-f6df-4c9c-9546-f7ba74b3ea07,141
2025-11-21,947cb1de-0774-460b-832f-d4b1b9f2b85c,647
2025-11-21,2d61d779-4385-4d4c-bfec-c7b9537249dd,274
2025-11-21,3138b676-131b-41c9-b906-0d53a37bcc54,154
2025-11-21,cf33edbc-3f0a-4385-adf0-2d17f9f01b4b,571
2025-11-21,ded43cbc-05c6-487d-a11a-da78b7d26334,56
2025-11-21,dcd32de8-0f5e-48bd-a755-0c5153b69cca,50
2025-11-21,7a88d17a-09e0-4c2a-8a94-8da77b39d732,202
2025-11-21,74246ee4-c6bd-452e-b358-be8b2a14a64f,49
2025-11-21,6e7560e1-af02-4117-9106-d55285d4cc7c,671
2025-11-21,ec533de2-4eff-4995-a047-5d193ec31ddc,760
2025-11-21,be5c83fc-e3e0-4aa0-a114-5307374e972a,57
2025-11-21,cb784754-a5a7-4da0-9112-f43b6d8b59da,192
2025-11-21,9f0af12f-4060-42ce-abf8-ec3ef268d76b,153
2025-11-21,6f202a87-4888-45a4-9771-4cf594acf45a,346
2025-11-21,ed4fd8eb-32d4-44f4-87ce-5311ce7b1ee4,67
2025-11-21,e6ea3131-f320-478f-9192-3822b99491a1,139
2025-11-21,8d282efb-e12a-44db-ac67-bc60c9b1706b,204
2025-11-21,5edd3e71-bc5f-488c-b797-fa7149021f7d,243
2025-11-21,7a27322b-9aad-41f2-8777-085f2a121080,221
2025-11-21,80d78a5f-110c-4915-819c-5d58ab160ff0,151
2025-11-21,b3866b9f-0c97-4854-86a0-786fa478c0ab,27
2025-11-21,31e9f442-1525-4de9-be6e-36334af403ec,144
2025-11-21,e6d017ce-1b57-4d5c-ba18-b5378a1ed8ba,467
2025-11-22,e5002c98-e1fe-48bf-80fd-9841ee439b91,34
2025-11-22,11e4bfbf-409e-4881-8bc9-250aea5b577f,257
2025-11-22,43cdb3f8-80e0-43e9-a91e-33248595affc,58
2025-11-22,c3d8d795-8cb4-4a0d-a44c-c2cb27f9818c,103
2025-11-22,39e35fd2-1eeb-4c9c-98d5-9a507932c494,18
2025-11-22,ad8bc202-1403-47de-8578-f56f751e7b48,94
2025-11-22,0ab9120b-cf23-4dea-aac6-2949f441bdc7,155
2025-11-22,316d52b3-7407-4c84-90f3-43f983b16de3,8
2025-11-22,63cf88d4-77f3-41e0-9d9f-3625d8a9ee9e,84
2025-11-22,63146091-a144-4824-8796-51bf35351328,149
2025-11-22,96f54e45-0f15-495a-b5aa-07cb56e0b8f9,50
2025-11-22,9f0af12f-4060-42ce-abf8-ec3ef268d76b,586
2025-11-22,2b479d57-a028-4e5f-a92c-3f0fc653a780,100
2025-11-22,ec533de2-4eff-4995-a047-5d193ec31ddc,140
2025-11-22,627a1337-f893-490c-b0b2-9baeab344511,22
2025-11-22,82274b78-d2ee-4fb7-9de6-68ac06617b7c,301
2025-11-22,0ca01de4-6405-449e-9b97-5ac379d30f84,88
2025-11-22,01717bae-cab1-4357-bdfd-5c7b7194adcc,26
2025-11-22,1f76c06b-ccc1-42d8-8b33-09c19b9612f0,87
2025-11-22,1490f79d-b4ca-4db5-abe0-30ed1b379c72,91
2025-11-22,659d1f86-9370-42ed-bd50-888e6d561dbb,612
2025-11-22,7a4e2037-f98b-407c-a5af-9ae0aefd000f,138
2025-11-22,c4ca4f30-4508-41ab-9622-fdd220159b3c,51
2025-11-22,c5ed3780-4503-4187-980a-91dafeb5be5b,284
2025-11-22,1fe98c16-7f8b-49ea-8fe1-590c11edc0f5,343
2025-11-22,0e964381-7e07-4280-ac58-cfcfc02fd4d2,69
2025-11-22,2349e146-55a5-4029-89f6-098963e27887,411
2025-11-22,63cf88d4-77f3-41e0-9d9f-3625d8a9ee9e,80
2025-11-22,01717bae-cab1-4357-bdfd-5c7b7194adcc,169
2025-11-22,40012369-01d4-4333-afce-08c303f271a1,141
2025-11-22,2246e0b2-3572-43d8-8b65-e56c0279fc87,11
2025-11-22,99c9340e-33f4-45c4-9285-b3639577a722,443
2025-11-22,c84b5423-3df1-4b4a-93f0-aa79912ad195,423
2025-11-22,1490f79d-b4ca-4db5-abe0-30ed1b379c72,497
2025-11-22,fba0bcfe-9486-4b79-aec6-9152e3a4ab01,110
2025-11-22,1fc83b4f-0dd7-4527-95e4-cd3385160e74,223
2025-11-22,85d2b5d7-f861-49b1-ab27-0e01fec331ef,76
2025-11-22,c78633a0-059a-4e91-b4aa-f7ad9e980ce4,12
2025-11-23,5a8722ec-3224-43a6-9de4-7562d19c382e,41
2025-11-23,987616c7-9e3e-4438-99a6-31dd64e1700c,273
2025-11-23,8161534e-ee69-4c83-be75-8391702dbda5,53
2025-11-23,a699ceca-4038-4fe3-902b-438d5344a409,132
2025-11-23,cf33edbc-3f0a-4385-adf0-2d17f9f01b4b,150
2025-11-23,947cb1de-0774-460b-832f-d4b1b9f2b85c,69
2025-11-23,b2c258b0-f137-4f39-80a9-7ea76f59bae1,13
2025-11-23,81b27d45-044b-44e8-a937-0c19c7a0d529,669
2025-11-23,b2c258b0-f137-4f39-80a9-7ea76f59bae1,48
2025-11-23,cf33edbc-3f0a-4385-adf0-2d17f9f01b4b,642
2025-11-23,81b27d45-044b-44e8-a937-0c19c7a0d529,159
2025-11-23,ba52cac6-7f1a-403c-a6d6-e79b50ed1d0d,201
2025-11-23,7ba5037f-0afc-4cf4-b4c9-d6d4cb089eae,824
2025-11-23,33cb2f1f-1ab8-4742-8b12-efc640b2dafe,124
2025-11-23,19965a99-15ea-49d2-9e99-34d2a19b9d98,177
2025-11-23,c84b5423-3df1-4b4a-93f0-aa79912ad195,598
2025-11-23,ed77054f-5493-41d8-a8ae-45f0de783a8f,91
2025-11-23,ee80cc47-0896-4d6c-8250-f090f0c3f803,379
2025-11-23,e9e7cb84-c1f0-45b4-918e-7459a30974e2,131
2025-11-23,0e964381-7e07-4280-ac58-cfcfc02fd4d2,69
2025-11-23,d9020885-d001-49f3-8372-862c0df563bf,338
2025-11-23,10c0f60a-db7d-4626-b1e6-603fa464ce36,489
2025-11-23,078aba28-c99c-4922-a5ff-8a959d776093,711
2025-11-23,dcd32de8-0f5e-48bd-a755-0c5153b69cca,30
2025-11-23,c0238453-4403-4be3-8554-e387c02c5a5b,254
2025-11-23,f681b165-3623-4d4a-b408-a11ee2cd0346,48
2025-11-23,e6ea3131-f320-478f-9192-3822b99491a1,81
2025-11-23,6f202a87-4888-45a4-9771-4cf594acf45a,804
